TimeStep,Time,"U:0","U:1","U:2","p","arc_length"
4,500,nan,nan,nan,nan,1.7182
4,500,nan,nan,nan,nan,1.7321
4,500,nan,nan,nan,nan,1.7459
4,500,nan,nan,nan,nan,1.7598
4,500,nan,nan,nan,nan,1.7736
4,500,nan,nan,nan,nan,1.7875
4,500,nan,nan,nan,nan,1.8013
4,500,nan,nan,nan,nan,1.8152
4,500,nan,nan,nan,nan,1.829
4,500,nan,nan,nan,nan,1.8429
4,500,nan,nan,nan,nan,1.8568
4,500,nan,nan,nan,nan,1.8706
4,500,nan,nan,nan,nan,1.8845
4,500,nan,nan,nan,nan,1.8983
4,500,nan,nan,nan,nan,1.9122
4,500,nan,nan,nan,nan,1.926
4,500,nan,nan,nan,nan,1.9399
4,500,nan,nan,nan,nan,1.9538
4,500,nan,nan,nan,nan,1.9676
4,500,nan,nan,nan,nan,1.9815
4,500,nan,nan,nan,nan,1.9953
4,500,nan,nan,nan,nan,2.0092
4,500,nan,nan,nan,nan,2.023
4,500,nan,nan,nan,nan,2.0369
4,500,nan,nan,nan,nan,2.0507
4,500,nan,nan,nan,nan,2.0646
4,500,nan,nan,nan,nan,2.0785
4,500,nan,nan,nan,nan,2.0923
4,500,nan,nan,nan,nan,2.1062
4,500,nan,nan,nan,nan,2.12
4,500,nan,nan,nan,nan,2.1339
4,500,nan,nan,nan,nan,2.1477
4,500,nan,nan,nan,nan,2.1616
4,500,nan,nan,nan,nan,2.1755
4,500,nan,nan,nan,nan,2.1893
4,500,nan,nan,nan,nan,2.2032
4,500,nan,nan,nan,nan,2.217
4,500,nan,nan,nan,nan,2.2309
4,500,nan,nan,nan,nan,2.2447
4,500,nan,nan,nan,nan,2.2586
4,500,nan,nan,nan,nan,2.2725
4,500,nan,nan,nan,nan,2.2863
4,500,nan,nan,nan,nan,2.3002
4,500,nan,nan,nan,nan,2.314
4,500,nan,nan,nan,nan,2.3279
4,500,nan,nan,nan,nan,2.3417
4,500,nan,nan,nan,nan,2.3556
4,500,nan,nan,nan,nan,2.3694
4,500,nan,nan,nan,nan,2.3833
4,500,nan,nan,nan,nan,2.3972
4,500,nan,nan,nan,nan,2.411
4,500,nan,nan,nan,nan,2.4249
4,500,nan,nan,nan,nan,2.4387
4,500,nan,nan,nan,nan,2.4526
4,500,nan,nan,nan,nan,2.4664
4,500,nan,nan,nan,nan,2.4803
4,500,nan,nan,nan,nan,2.4942
4,500,nan,nan,nan,nan,2.508
4,500,nan,nan,nan,nan,2.5219
4,500,nan,nan,nan,nan,2.5357
4,500,nan,nan,nan,nan,2.5496
4,500,nan,nan,nan,nan,2.5634
4,500,nan,nan,nan,nan,2.5773
4,500,nan,nan,nan,nan,2.5911
4,500,nan,nan,nan,nan,2.605
4,500,nan,nan,nan,nan,2.6189
4,500,nan,nan,nan,nan,2.6327
4,500,nan,nan,nan,nan,2.6466
4,500,nan,nan,nan,nan,2.6604
4,500,nan,nan,nan,nan,2.6743
4,500,nan,nan,nan,nan,2.6881
4,500,nan,nan,nan,nan,2.702
4,500,nan,nan,nan,nan,2.7159
4,500,nan,nan,nan,nan,2.7297
4,500,nan,nan,nan,nan,2.7436
4,500,nan,nan,nan,nan,2.7574
4,500,nan,nan,nan,nan,2.7713
4,500,nan,nan,nan,nan,2.7851
4,500,nan,nan,nan,nan,2.799
4,500,nan,nan,nan,nan,2.8129
4,500,nan,nan,nan,nan,2.8267
4,500,nan,nan,nan,nan,2.8406
4,500,nan,nan,nan,nan,2.8544
4,500,nan,nan,nan,nan,2.8683
4,500,nan,nan,nan,nan,2.8821
4,500,nan,nan,nan,nan,2.896
4,500,nan,nan,nan,nan,2.9098
4,500,nan,nan,nan,nan,2.9237
4,500,nan,nan,nan,nan,2.9376
4,500,nan,nan,nan,nan,2.9514
4,500,nan,nan,nan,nan,2.9653
4,500,nan,nan,nan,nan,2.9791
4,500,nan,nan,nan,nan,2.993
4,500,nan,nan,nan,nan,3.0068
4,500,nan,nan,nan,nan,3.0207
4,500,nan,nan,nan,nan,3.0346
4,500,nan,nan,nan,nan,3.0484
4,500,nan,nan,nan,nan,3.0623
4,500,nan,nan,nan,nan,3.0761
4,500,nan,nan,nan,nan,3.09
4,500,nan,nan,nan,nan,3.1038
4,500,nan,nan,nan,nan,3.1177
4,500,nan,nan,nan,nan,3.1315
4,500,nan,nan,nan,nan,3.1454
4,500,nan,nan,nan,nan,3.1593
4,500,nan,nan,nan,nan,3.1731
4,500,nan,nan,nan,nan,3.187
4,500,nan,nan,nan,nan,3.2008
4,500,nan,nan,nan,nan,3.2147
4,500,nan,nan,nan,nan,3.2285
4,500,nan,nan,nan,nan,3.2424
4,500,nan,nan,nan,nan,3.2563
4,500,nan,nan,nan,nan,3.2701
4,500,nan,nan,nan,nan,3.284
4,500,nan,nan,nan,nan,3.2978
4,500,nan,nan,nan,nan,3.3117
4,500,nan,nan,nan,nan,3.3255
4,500,nan,nan,nan,nan,3.3394
4,500,nan,nan,nan,nan,3.3533
4,500,nan,nan,nan,nan,3.3671
4,500,nan,nan,nan,nan,3.381
4,500,nan,nan,nan,nan,3.3948
4,500,nan,nan,nan,nan,3.4087
4,500,nan,nan,nan,nan,3.4225
4,500,nan,nan,nan,nan,3.4364
4,500,nan,nan,nan,nan,3.4502
4,500,nan,nan,nan,nan,3.4641
4,500,nan,nan,nan,nan,3.478
4,500,nan,nan,nan,nan,3.4918
4,500,nan,nan,nan,nan,3.5057
4,500,nan,nan,nan,nan,3.5195
4,500,nan,nan,nan,nan,3.5334
4,500,nan,nan,nan,nan,3.5472
4,500,nan,nan,nan,nan,3.5611
4,500,nan,nan,nan,nan,3.575
4,500,nan,nan,nan,nan,3.5888
4,500,nan,nan,nan,nan,3.6027
4,500,nan,nan,nan,nan,3.6165
4,500,nan,nan,nan,nan,3.6304
4,500,nan,nan,nan,nan,3.6442
4,500,nan,nan,nan,nan,3.6581
4,500,nan,nan,nan,nan,3.6719
4,500,nan,nan,nan,nan,3.6858
4,500,nan,nan,nan,nan,3.6997
4,500,nan,nan,nan,nan,3.7135
4,500,nan,nan,nan,nan,3.7274
4,500,nan,nan,nan,nan,3.7412
4,500,nan,nan,nan,nan,3.7551
4,500,nan,nan,nan,nan,3.7689
4,500,nan,nan,nan,nan,3.7828
4,500,nan,nan,nan,nan,3.7967
4,500,nan,nan,nan,nan,3.8105
4,500,nan,nan,nan,nan,3.8244
4,500,nan,nan,nan,nan,3.8382
4,500,nan,nan,nan,nan,3.8521
4,500,nan,nan,nan,nan,3.8659
4,500,nan,nan,nan,nan,3.8798
4,500,nan,nan,nan,nan,3.8937
4,500,nan,nan,nan,nan,3.9075
4,500,nan,nan,nan,nan,3.9214
4,500,nan,nan,nan,nan,3.9352
4,500,nan,nan,nan,nan,3.9491
4,500,nan,nan,nan,nan,3.9629
4,500,nan,nan,nan,nan,3.9768
4,500,nan,nan,nan,nan,3.9906
4,500,nan,nan,nan,nan,4.0045
4,500,nan,nan,nan,nan,4.0184
4,500,nan,nan,nan,nan,4.0322
4,500,nan,nan,nan,nan,4.0461
4,500,nan,nan,nan,nan,4.0599
4,500,nan,nan,nan,nan,4.0738
4,500,nan,nan,nan,nan,4.0876
4,500,nan,nan,nan,nan,4.1015
4,500,nan,nan,nan,nan,4.1154
4,500,nan,nan,nan,nan,4.1292
4,500,nan,nan,nan,nan,4.1431
4,500,nan,nan,nan,nan,4.1569
4,500,nan,nan,nan,nan,4.1708
4,500,nan,nan,nan,nan,4.1846
4,500,nan,nan,nan,nan,4.1985
4,500,nan,nan,nan,nan,4.2123
4,500,nan,nan,nan,nan,4.2262
4,500,nan,nan,nan,nan,4.2401
4,500,nan,nan,nan,nan,4.2539
4,500,nan,nan,nan,nan,4.2678
4,500,nan,nan,nan,nan,4.2816
4,500,nan,nan,nan,nan,4.2955
4,500,nan,nan,nan,nan,4.3093
4,500,nan,nan,nan,nan,4.3232
4,500,nan,nan,nan,nan,4.3371
4,500,nan,nan,nan,nan,4.3509
4,500,nan,nan,nan,nan,4.3648
4,500,nan,nan,nan,nan,4.3786
4,500,nan,nan,nan,nan,4.3925
4,500,nan,nan,nan,nan,4.4063
4,500,nan,nan,nan,nan,4.4202
4,500,nan,nan,nan,nan,4.4341
4,500,nan,nan,nan,nan,4.4479
4,500,nan,nan,nan,nan,4.4618
4,500,nan,nan,nan,nan,4.4756
4,500,nan,nan,nan,nan,4.4895
4,500,nan,nan,nan,nan,4.5033
4,500,nan,nan,nan,nan,4.5172
4,500,nan,nan,nan,nan,4.531
4,500,nan,nan,nan,nan,4.5449
4,500,nan,nan,nan,nan,4.5588
4,500,nan,nan,nan,nan,4.5726
4,500,nan,nan,nan,nan,4.5865
4,500,nan,nan,nan,nan,4.6003
4,500,nan,nan,nan,nan,4.6142
4,500,nan,nan,nan,nan,4.628
4,500,nan,nan,nan,nan,4.6419
4,500,nan,nan,nan,nan,4.6558
4,500,nan,nan,nan,nan,4.6696
4,500,nan,nan,nan,nan,4.6835
4,500,nan,nan,nan,nan,4.6973
4,500,nan,nan,nan,nan,4.7112
4,500,nan,nan,nan,nan,4.725
4,500,nan,nan,nan,nan,4.7389
4,500,nan,nan,nan,nan,4.7527
4,500,nan,nan,nan,nan,4.7666
4,500,nan,nan,nan,nan,4.7805
4,500,nan,nan,nan,nan,4.7943
4,500,nan,nan,nan,nan,4.8082
4,500,nan,nan,nan,nan,4.822
4,500,nan,nan,nan,nan,4.8359
4,500,nan,nan,nan,nan,4.8497
4,500,nan,nan,nan,nan,4.8636
4,500,nan,nan,nan,nan,4.8775
4,500,nan,nan,nan,nan,4.8913
4,500,nan,nan,nan,nan,4.9052
4,500,nan,nan,nan,nan,4.919
4,500,nan,nan,nan,nan,4.9329
4,500,nan,nan,nan,nan,4.9467
4,500,nan,nan,nan,nan,4.9606
4,500,nan,nan,nan,nan,4.9745
4,500,nan,nan,nan,nan,4.9883
4,500,nan,nan,nan,nan,5.0022
4,500,nan,nan,nan,nan,5.016
4,500,nan,nan,nan,nan,5.0299
4,500,nan,nan,nan,nan,5.0437
4,500,nan,nan,nan,nan,5.0576
4,500,nan,nan,nan,nan,5.0714
4,500,nan,nan,nan,nan,5.0853
4,500,nan,nan,nan,nan,5.0992
4,500,nan,nan,nan,nan,5.113
4,500,nan,nan,nan,nan,5.1269
4,500,nan,nan,nan,nan,5.1407
4,500,nan,nan,nan,nan,5.1546
4,500,nan,nan,nan,nan,5.1684
4,500,nan,nan,nan,nan,5.1823
4,500,nan,nan,nan,nan,5.1962
4,500,nan,nan,nan,nan,5.21
4,500,nan,nan,nan,nan,5.2239
4,500,nan,nan,nan,nan,5.2377
4,500,nan,nan,nan,nan,5.2516
4,500,nan,nan,nan,nan,5.2654
4,500,nan,nan,nan,nan,5.2793
4,500,nan,nan,nan,nan,5.2931
4,500,nan,nan,nan,nan,5.307
4,500,nan,nan,nan,nan,5.3209
4,500,nan,nan,nan,nan,5.3347
4,500,nan,nan,nan,nan,5.3486
4,500,nan,nan,nan,nan,5.3624
4,500,nan,nan,nan,nan,5.3763
4,500,nan,nan,nan,nan,5.3901
4,500,nan,nan,nan,nan,5.404
4,500,nan,nan,nan,nan,5.4179
4,500,nan,nan,nan,nan,5.4317
4,500,nan,nan,nan,nan,5.4456
4,500,nan,nan,nan,nan,5.4594
4,500,nan,nan,nan,nan,5.4733
4,500,nan,nan,nan,nan,5.4871
4,500,nan,nan,nan,nan,5.501
4,500,nan,nan,nan,nan,5.5148
4,500,nan,nan,nan,nan,5.5287
4,500,nan,nan,nan,nan,5.5426
4,500,nan,nan,nan,nan,5.5564
4,500,nan,nan,nan,nan,5.5703
4,500,nan,nan,nan,nan,5.5841
4,500,nan,nan,nan,nan,5.598
4,500,nan,nan,nan,nan,5.6118
4,500,nan,nan,nan,nan,5.6257
4,500,nan,nan,nan,nan,5.6396
4,500,nan,nan,nan,nan,5.6534
4,500,nan,nan,nan,nan,5.6673
4,500,nan,nan,nan,nan,5.6811
4,500,nan,nan,nan,nan,5.695
4,500,nan,nan,nan,nan,5.7088
4,500,nan,nan,nan,nan,5.7227
4,500,nan,nan,nan,nan,5.7366
4,500,nan,nan,nan,nan,5.7504
4,500,nan,nan,nan,nan,5.7643
4,500,nan,nan,nan,nan,5.7781
4,500,nan,nan,nan,nan,5.792
4,500,nan,nan,nan,nan,5.8058
4,500,nan,nan,nan,nan,5.8197
4,500,nan,nan,nan,nan,5.8335
4,500,nan,nan,nan,nan,5.8474
4,500,nan,nan,nan,nan,5.8613
4,500,nan,nan,nan,nan,5.8751
4,500,nan,nan,nan,nan,5.889
4,500,nan,nan,nan,nan,5.9028
4,500,nan,nan,nan,nan,5.9167
4,500,nan,nan,nan,nan,5.9305
4,500,nan,nan,nan,nan,5.9444
4,500,nan,nan,nan,nan,5.9583
4,500,nan,nan,nan,nan,5.9721
4,500,nan,nan,nan,nan,5.986
4,500,nan,nan,nan,nan,5.9998
4,500,nan,nan,nan,nan,6.0137
4,500,nan,nan,nan,nan,6.0275
4,500,nan,nan,nan,nan,6.0414
4,500,nan,nan,nan,nan,6.0552
4,500,nan,nan,nan,nan,6.0691
4,500,nan,nan,nan,nan,6.083
4,500,nan,nan,nan,nan,6.0968
4,500,nan,nan,nan,nan,6.1107
4,500,nan,nan,nan,nan,6.1245
4,500,nan,nan,nan,nan,6.1384
4,500,nan,nan,nan,nan,6.1522
4,500,nan,nan,nan,nan,6.1661
4,500,nan,nan,nan,nan,6.18
4,500,nan,nan,nan,nan,6.1938
4,500,nan,nan,nan,nan,6.2077
4,500,nan,nan,nan,nan,6.2215
4,500,nan,nan,nan,nan,6.2354
4,500,nan,nan,nan,nan,6.2492
4,500,nan,nan,nan,nan,6.2631
4,500,nan,nan,nan,nan,6.277
4,500,nan,nan,nan,nan,6.2908
4,500,nan,nan,nan,nan,6.3047
4,500,nan,nan,nan,nan,6.3185
4,500,nan,nan,nan,nan,6.3324
4,500,nan,nan,nan,nan,6.3462
4,500,nan,nan,nan,nan,6.3601
4,500,nan,nan,nan,nan,6.3739
4,500,nan,nan,nan,nan,6.3878
4,500,nan,nan,nan,nan,6.4017
4,500,nan,nan,nan,nan,6.4155
4,500,nan,nan,nan,nan,6.4294
4,500,nan,nan,nan,nan,6.4432
4,500,nan,nan,nan,nan,6.4571
4,500,nan,nan,nan,nan,6.4709
4,500,nan,nan,nan,nan,6.4848
4,500,nan,nan,nan,nan,6.4987
4,500,nan,nan,nan,nan,6.5125
4,500,nan,nan,nan,nan,6.5264
4,500,nan,nan,nan,nan,6.5402
4,500,nan,nan,nan,nan,6.5541
4,500,nan,nan,nan,nan,6.5679
4,500,nan,nan,nan,nan,6.5818
4,500,nan,nan,nan,nan,6.5956
4,500,nan,nan,nan,nan,6.6095
4,500,nan,nan,nan,nan,6.6234
4,500,nan,nan,nan,nan,6.6372
4,500,nan,nan,nan,nan,6.6511
4,500,nan,nan,nan,nan,6.6649
4,500,nan,nan,nan,nan,6.6788
4,500,nan,nan,nan,nan,6.6926
4,500,nan,nan,nan,nan,6.7065
4,500,nan,nan,nan,nan,6.7204
4,500,nan,nan,nan,nan,6.7342
4,500,nan,nan,nan,nan,6.7481
4,500,nan,nan,nan,nan,6.7619
4,500,nan,nan,nan,nan,6.7758
4,500,nan,nan,nan,nan,6.7896
4,500,nan,nan,nan,nan,6.8035
4,500,nan,nan,nan,nan,6.8174
4,500,nan,nan,nan,nan,6.8312
4,500,nan,nan,nan,nan,6.8451
4,500,nan,nan,nan,nan,6.8589
4,500,nan,nan,nan,nan,6.8728
4,500,nan,nan,nan,nan,6.8866
4,500,nan,nan,nan,nan,6.9005
4,500,nan,nan,nan,nan,6.9143
4,500,nan,nan,nan,nan,6.9282
4,500,nan,nan,nan,nan,6.9421
4,500,nan,nan,nan,nan,6.9559
4,500,nan,nan,nan,nan,6.9698
4,500,nan,nan,nan,nan,6.9836
4,500,nan,nan,nan,nan,6.9975
4,500,nan,nan,nan,nan,7.0113
4,500,1.3403,0.11063,-0.24252,-29.578,7.0252
4,500,10.336,1.016,-2.1636,-27.46,7.0391
4,500,17.426,1.5355,-3.6605,-29.038,7.0529
4,500,20.065,1.1317,-3.6179,-24.342,7.0668
4,500,20.337,0.89598,-2.9413,-16.843,7.0806
4,500,nan,nan,nan,nan,7.0945
4,500,20.345,1.1911,-2.7689,-8.4492,7.1083
4,500,20.272,1.3494,-2.8563,-7.2146,7.1222
4,500,20.147,1.5046,-2.8339,-5.3582,7.136
4,500,20.045,1.6903,-2.8113,-3.9142,7.1499
4,500,19.998,1.9302,-2.778,-3.0823,7.1638
4,500,19.916,2.1286,-2.7613,-2.5328,7.1776
4,500,19.768,2.2953,-2.7635,-2.2324,7.1915
4,500,19.585,2.4378,-2.6496,-1.7167,7.2053
4,500,19.447,2.5245,-2.4025,-1.176,7.2192
4,500,19.492,2.586,-2.138,-1.0293,7.233
4,500,19.759,2.6231,-1.8655,-1.4284,7.2469
4,500,nan,nan,nan,nan,7.2608
4,500,19.914,2.7839,-1.7241,-2.061,7.2746
4,500,19.933,2.8711,-1.6917,-2.2971,7.2885
4,500,19.952,2.9579,-1.6591,-2.5341,7.3023
4,500,20.016,2.9991,-1.5982,-3.6469,7.3162
4,500,20.096,3.0226,-1.5278,-5.098,7.33
4,500,20.176,3.046,-1.4573,-6.5497,7.3439
4,500,20.255,3.0699,-1.3867,-7.9631,7.3578
4,500,20.308,3.1302,-1.3495,-8.9623,7.3716
4,500,20.364,3.1971,-1.3145,-9.975,7.3855
4,500,20.42,3.2641,-1.2795,-10.988,7.3993
4,500,20.476,3.331,-1.2445,-12,7.4132
4,500,20.538,3.3248,-1.183,-13.312,7.427
4,500,20.6,3.3116,-1.1066,-14.592,7.4409
4,500,20.663,3.2968,-1.029,-15.901,7.4547
4,500,20.724,3.2812,-0.94681,-17.077,7.4686
4,500,20.809,3.281,-0.89287,-18.571,7.4825
4,500,20.9,3.2697,-0.83062,-20.035,7.4963
4,500,20.99,3.2581,-0.76833,-21.497,7.5102
4,500,21.067,3.2351,-0.70263,-22.788,7.524
4,500,21.091,3.1589,-0.62135,-23.446,7.5379
4,500,21.115,3.0826,-0.54005,-24.103,7.5517
4,500,21.139,3.0062,-0.45873,-24.759,7.5656
4,500,21.17,2.9533,-0.39402,-25.434,7.5795
4,500,21.225,2.9032,-0.33056,-26.585,7.5933
4,500,21.28,2.8501,-0.2656,-27.736,7.6072
4,500,21.334,2.797,-0.20075,-28.879,7.621
4,500,21.377,2.7654,-0.15936,-29.749,7.6349
4,500,21.416,2.7269,-0.11776,-30.521,7.6487
4,500,21.454,2.6858,-0.075704,-31.265,7.6626
4,500,21.491,2.6436,-0.033448,-31.998,7.6764
4,500,21.509,2.5719,0.010483,-32.228,7.6903
4,500,21.516,2.486,0.050806,-32.18,7.7042
4,500,21.519,2.4009,0.086739,-32.04,7.718
4,500,21.519,2.3171,0.11869,-31.823,7.7319
4,500,21.515,2.2348,0.14709,-31.547,7.7457
4,500,21.51,2.1544,0.17234,-31.228,7.7596
4,500,21.502,2.0761,0.19487,-30.883,7.7734
4,500,21.495,2.0003,0.2151,-30.527,7.7873
4,500,21.496,1.9413,0.23343,-30.452,7.8012
4,500,21.495,1.8797,0.25017,-30.33,7.815
4,500,21.493,1.82,0.26551,-30.203,7.8289
4,500,21.491,1.7623,0.27947,-30.069,7.8427
4,500,21.488,1.7063,0.29206,-29.926,7.8566
4,500,21.484,1.652,0.30332,-29.773,7.8704
4,500,21.48,1.5993,0.31326,-29.607,7.8843
4,500,21.474,1.5481,0.32191,-29.428,7.8982
4,500,21.471,1.4992,0.32986,-29.302,7.912
4,500,21.466,1.4499,0.33644,-29.144,7.9259
4,500,21.461,1.4022,0.34236,-28.982,7.9397
4,500,21.455,1.3558,0.34763,-28.813,7.9536
4,500,21.449,1.3108,0.3523,-28.638,7.9674
4,500,21.443,1.2672,0.35639,-28.455,7.9813
4,500,21.436,1.2248,0.35994,-28.263,7.9951
4,500,21.428,1.1837,0.36299,-28.062,8.009
4,500,21.42,1.1442,0.36491,-27.849,8.0229
4,500,21.412,1.1057,0.36641,-27.636,8.0367
4,500,21.404,1.0681,0.36755,-27.422,8.0506
4,500,21.396,1.0316,0.36835,-27.204,8.0644
4,500,21.387,0.996,0.36883,-26.982,8.0783
4,500,21.378,0.96138,0.36901,-26.754,8.0921
4,500,21.368,0.92774,0.36889,-26.519,8.106
4,500,21.358,0.89496,0.36848,-26.268,8.1199
4,500,21.341,0.8602,0.36668,-25.915,8.1337
4,500,21.322,0.82575,0.36404,-25.508,8.1476
4,500,21.3,0.79183,0.36059,-25.044,8.1614
4,500,21.275,0.75866,0.35634,-24.518,8.1753
4,500,21.247,0.72644,0.35131,-23.926,8.1891
4,500,21.215,0.69539,0.34551,-23.263,8.203
4,500,21.179,0.66572,0.33897,-22.525,8.2168
4,500,21.147,0.63826,0.33274,-21.854,8.2307
4,500,21.144,0.61439,0.33095,-21.786,8.2446
4,500,21.141,0.59053,0.32916,-21.717,8.2584
4,500,21.138,0.56667,0.32736,-21.649,8.2723
4,500,21.135,0.54281,0.32557,-21.58,8.2861
4,500,21.132,0.51894,0.32378,-21.511,8.3
4,500,21.129,0.49508,0.32199,-21.443,8.3138
4,500,21.126,0.47619,0.32168,-21.385,8.3277
4,500,21.122,0.45953,0.32047,-21.301,8.3416
4,500,21.118,0.44265,0.31846,-21.201,8.3554
4,500,21.113,0.42568,0.31609,-21.095,8.3693
4,500,21.108,0.40867,0.31354,-20.985,8.3831
4,500,21.102,0.39162,0.31088,-20.872,8.397
4,500,21.097,0.37456,0.30814,-20.759,8.4108
4,500,21.092,0.35748,0.30536,-20.644,8.4247
4,500,21.087,0.3404,0.30254,-20.529,8.4386
4,500,21.075,0.32332,0.29868,-20.28,8.4524
4,500,21.056,0.30646,0.29327,-19.891,8.4663
4,500,21.036,0.29029,0.28756,-19.488,8.4801
4,500,21.016,0.27482,0.2816,-19.07,8.494
4,500,20.995,0.26006,0.27541,-18.64,8.5078
4,500,20.974,0.24603,0.26903,-18.198,8.5217
4,500,20.952,0.23273,0.26249,-17.745,8.5355
4,500,20.929,0.22019,0.25583,-17.282,8.5494
4,500,20.906,0.20841,0.24907,-16.811,8.5633
4,500,20.882,0.19741,0.24226,-16.331,8.5771
4,500,20.859,0.1872,0.23542,-15.845,8.591
4,500,20.834,0.17779,0.22859,-15.354,8.6048
4,500,20.81,0.16919,0.2218,-14.858,8.6187
4,500,20.785,0.16142,0.21508,-14.358,8.6325
4,500,20.76,0.15449,0.20847,-13.856,8.6464
